商品名,URL,小分類,効能効果１,効能効果２,特徴,エキス,生薬,添加物,1日容量,用法用量,使用上の注意,用法に関する注意
コタロー防風通聖散エキス細粒,https://www.kegg.jp/medicus-bin/japic_med?japic_code=00000197,防風通聖散,,脂肪ぶとりの体質で便秘し、尿量減少するもの。常習便秘、胃酸過多症、腎臓病、心臓衰弱、動脈硬化、高血圧、脳溢血これらに伴う肩こり。,,水製乾燥エキス(6.0g),カッセキ(3.0g)、オウゴン(2.0g)、カンゾウ(2.0g)、キキョウ(2.0g)、セッコウ(2.0g)、ビャクジュツ(2.0g)、ダイオウ(1.5g)、ケイガイ(1.2g)、サンシシ(1.2g)、シャクヤク(1.2g)、センキュウ(1.2g)、トウキ(1.2g)、ハッカ(1.2g)、ボウフウ(1.2g)、マオウ(1.2g)、レンギョウ(1.2g)、無水ボウショウ(0.7g)、ショウキョウ(0.3g),ステアリン酸マグネシウム、トウモロコシデンプン、乳糖水和物、プルラン、メタケイ酸アルミン酸マグネシウム,9.0g,通常、成人1日9.0gを2〜3回に分割し、食前又は食間に経口投与する。なお、年齢、体重、症状により適宜増減する。,8.1　本剤の使用にあたっては、患者の証（体質・症状）を考慮して投与すること。なお、経過を十分に観察し、症状・所見の改善が認められない場合には、継続投与を避けること。8.2　本剤にはカンゾウが含まれているので、血清カリウム値や血圧値等に十分留意すること。［10.2、11.1.2、11.1.3参照］8.3　サンシシ含有製剤の長期投与（多くは5年以上）により、大腸の色調異常、浮腫、びらん、潰瘍、狭窄を伴う腸間膜静脈硬化症があらわれるおそれがある。長期投与する場合にあっては、定期的にCT、大腸内視鏡等の検査を行うことが望ましい。［11.1.5参照］8.4　他の漢方製剤等を併用する場合は、含有生薬の重複に注意すること。ダイオウを含む製剤との併用には、特に注意すること。8.5　ダイオウの瀉下作用には個人差が認められるので、用法及び用量に注意すること。,
コタロー補中益気湯エキス細粒,https://www.kegg.jp/medicus-bin/japic_med?japic_code=00004455,補中益気湯,,胃腸機能減退し、疲労倦怠感があるもの、あるいは頭痛、悪寒、盗汗、弛緩性出血などを伴うもの。結核性疾患および病後の体力増強、胃弱、貧血症、夏やせ、虚弱体質、低血圧、腺病質、痔疾、脱肛。,,水製乾燥エキス(7.0g),オウギ(4.0g)、ニンジン(4.0g)、ビャクジュツ(4.0g)、トウキ(3.0g)、サイコ(2.0g)、タイソウ(2.0g)、チンピ(2.0g)、カンゾウ(1.5g)、ショウマ(1.0g)、ショウキョウ(0.5g),ステアリン酸マグネシウム、トウモロコシデンプン、乳糖水和物、プルラン、メタケイ酸アルミン酸マグネシウム,12.0g,通常、成人1日12.0gを2〜3回に分割し、食前又は食間に経口投与する。なお、年齢、体重、症状により適宜増減する。,8.1　本剤の使用にあたっては、患者の証（体質・症状）を考慮して投与すること。なお、経過を十分に観察し、症状・所見の改善が認められない場合には、継続投与を避けること。8.2　本剤にはカンゾウが含まれているので、血清カリウム値や血圧値等に十分留意すること。［10.2、11.1.2、11.1.3参照］8.3　他の漢方製剤等を併用する場合は、含有生薬の重複に注意すること。,
コタロー麻黄湯エキス細粒,https://www.kegg.jp/medicus-bin/japic_med?japic_code=00016378,麻黄湯,,高熱悪寒があるにもかかわらず、自然の発汗がなく、身体痛、関節痛のあるもの、あるいは咳嗽や喘鳴のあるもの。感冒、鼻かぜ、乳児鼻づまり、気管支喘息。,,水製乾燥エキス(1.9g),キョウニン(5.0g)、マオウ(5.0g)、ケイヒ(4.0g)、カンゾウ(1.5g),ステアリン酸マグネシウム、トウモロコシデンプン、乳糖水和物、プルラン、メタケイ酸アルミン酸マグネシウム,6.0g,通常、成人1日6.0gを2〜3回に分割し、食前又は食間に経口投与する。なお、年齢、体重、症状により適宜増減する。,8.1　本剤の使用にあたっては、患者の証（体質・症状）を考慮して投与すること。なお、経過を十分に観察し、症状・所見の改善が認められない場合には、継続投与を避けること。8.2　本剤にはカンゾウが含まれているので、血清カリウム値や血圧値等に十分留意すること。［10.2、11.1.1、11.1.2参照］8.3　他の漢方製剤等を併用する場合は、含有生薬の重複に注意すること。,
コタロー麻黄附子細辛湯エキスカプセル,https://www.kegg.jp/medicus-bin/japic_med?japic_code=00046956,麻黄附子細辛湯,,全身倦怠感があって、無気力で、微熱、悪寒するもの。感冒、気管支炎。,,,マオウ(4.0g)、サイシン(3.0g)、ブシ末2(1.0g),カルメロースカルシウム、軽質無水ケイ酸、結晶セルロース、合成ケイ酸アルミニウム、ステアリン酸マグネシウム、トウモロコシデンプン、ヒドロキシプロピルスターチ、メタケイ酸アルミン酸マグネシウム、カプセル本体に青色1号、黄色5号、酸化チタン、ゼラチン、ラウリル硫酸ナトリウム,,通常、成人1日6カプセル（1.68g）を2〜3回に分割し、食前又は食間に経口投与する。なお、年齢、体重、症状により適宜増減する。,8.1　本剤の使用にあたっては、患者の証（体質・症状）を考慮して投与すること。なお、経過を十分に観察し、症状・所見の改善が認められない場合には、継続投与を避けること。8.2　他の漢方製剤等を併用する場合は、含有生薬の重複に注意すること。ブシを含む製剤との併用には、特に注意すること。,
コタロー麻黄附子細辛湯エキスカプセル,https://www.kegg.jp/medicus-bin/japic_med?japic_code=00004757,麻黄附子細辛湯,,全身倦怠感があって、無気力で、微熱、悪寒するもの。感冒、気管支炎。,,,マオウ(4.0g)、サイシン(3.0g)、ブシ末2(1.0g),カルメロースカルシウム、軽質無水ケイ酸、結晶セルロース、合成ケイ酸アルミニウム、ステアリン酸マグネシウム、トウモロコシデンプン、ヒドロキシプロピルスターチ、メタケイ酸アルミン酸マグネシウム、カプセル本体に青色1号、黄色5号、酸化チタン、ゼラチン、ラウリル硫酸ナトリウム,,通常、成人1日6カプセル（1.68g）を2〜3回に分割し、食前又は食間に経口投与する。なお、年齢、体重、症状により適宜増減する。,8.1　本剤の使用にあたっては、患者の証（体質・症状）を考慮して投与すること。なお、経過を十分に観察し、症状・所見の改善が認められない場合には、継続投与を避けること。8.2　他の漢方製剤等を併用する場合は、含有生薬の重複に注意すること。ブシを含む製剤との併用には、特に注意すること。,
コタロー麻杏甘石湯エキス細粒,https://www.kegg.jp/medicus-bin/japic_med?japic_code=00006259,麻杏甘石湯,,咳嗽はげしく、発作時に頭部に発汗して喘鳴を伴い、咽喉がかわくもの。気管支炎、気管支喘息。,,水製乾燥エキス(2.2g),セッコウ(10.0g)、キョウニン(4.0g)、マオウ(4.0g)、カンゾウ(2.0g),ステアリン酸マグネシウム、トウモロコシデンプン、乳糖水和物、プルラン、メタケイ酸アルミン酸マグネシウム,6.0g,通常、成人1日6.0gを2〜3回に分割し、食前又は食間に経口投与する。なお、年齢、体重、症状により適宜増減する。,8.1　本剤の使用にあたっては、患者の証（体質・症状）を考慮して投与すること。なお、経過を十分に観察し、症状・所見の改善が認められない場合には、継続投与を避けること。8.2　本剤にはカンゾウが含まれているので、血清カリウム値や血圧値等に十分留意すること。［10.2、11.1.1、11.1.2参照］8.3　他の漢方製剤等を併用する場合は、含有生薬の重複に注意すること。,
コタロー麻杏薏甘湯エキス細粒,https://www.kegg.jp/medicus-bin/japic_med?japic_code=00016391,麻杏薏甘湯,,関節・筋肉リウマチ、神経痛、イボ。,,水製乾燥エキス(4.0g),ヨクイニン(10.0g)、マオウ(4.0g)、キョウニン(3.0g)、カンゾウ(2.0g),ステアリン酸マグネシウム、トウモロコシデンプン、乳糖水和物、プルラン、メタケイ酸アルミン酸マグネシウム,6.0g,通常、成人1日6.0gを2〜3回に分割し、食前又は食間に経口投与する。なお、年齢、体重、症状により適宜増減する。,8.1　本剤の使用にあたっては、患者の証（体質・症状）を考慮して投与すること。なお、経過を十分に観察し、症状・所見の改善が認められない場合には、継続投与を避けること。8.2　本剤にはカンゾウが含まれているので、血清カリウム値や血圧値等に十分留意すること。［10.2、11.1.1、11.1.2参照］8.3　他の漢方製剤等を併用する場合は、含有生薬の重複に注意すること。,
コタロー麻子仁丸料エキス細粒,https://www.kegg.jp/medicus-bin/japic_med?japic_code=00000595,麻子仁丸,,常習便秘、急性便秘、病後の便秘、便秘に伴う痔核、萎縮腎。,,水製乾燥エキス(2.8g),マシニン(5.0g)、ダイオウ(4.0g)、キジツ(2.0g)、キョウニン(2.0g)、コウボク(2.0g)、シャクヤク(2.0g),ステアリン酸マグネシウム、トウモロコシデンプン、乳糖水和物、プルラン、メタケイ酸アルミン酸マグネシウム,6.0g,通常、成人1日6.0gを2〜3回に分割し、食前又は食間に経口投与する。なお、年齢、体重、症状により適宜増減する。,8.1　本剤の使用にあたっては、患者の証（体質・症状）を考慮して投与すること。なお、経過を十分に観察し、症状・所見の改善が認められない場合には、継続投与を避けること。8.2　他の漢方製剤等を併用する場合は、含有生薬の重複に注意すること。ダイオウを含む製剤との併用には、特に注意すること。8.3　ダイオウの瀉下作用には個人差が認められるので、用法及び用量に注意すること。,
コタロー木防已湯エキス細粒,https://www.kegg.jp/medicus-bin/japic_med?japic_code=00000198,木防已湯,,みぞおちがつかえて喘鳴を伴う呼吸困難があり、あるいは浮腫があって尿量減少し、口内または咽喉がかわくもの。心内膜炎、心臓弁膜症、心臓性喘息、慢性腎炎、ネフローゼ。,,水製乾燥エキス(2.5g),セッコウ(10.0g)、ボウイ(4.0g)、ケイヒ(3.0g)、ニンジン(3.0g),ステアリン酸マグネシウム、トウモロコシデンプン、乳糖水和物、プルラン、メタケイ酸アルミン酸マグネシウム,6.0g,通常、成人1日6.0gを2〜3回に分割し、食前又は食間に経口投与する。なお、年齢、体重、症状により適宜増減する。,8.1　本剤の使用にあたっては、患者の証（体質・症状）を考慮して投与すること。なお、経過を十分に観察し、症状・所見の改善が認められない場合には、継続投与を避けること。8.2　他の漢方製剤等を併用する場合は、含有生薬の重複に注意すること。,
コタロー抑肝散加陳皮半夏エキス細粒,https://www.kegg.jp/medicus-bin/japic_med?japic_code=00000596,抑肝散加陳皮半夏,,神経症、更年期神経症、不眠症、高血圧または動脈硬化による神経症状、小児夜啼症。,,水製乾燥エキス(6.1g),ハンゲ(5.0g)、ビャクジュツ(4.0g)、ブクリョウ(4.0g)、センキュウ(3.0g)、チョウトウコウ(3.0g)、チンピ(3.0g)、トウキ(3.0g)、サイコ(2.0g)、カンゾウ(1.5g),ステアリン酸マグネシウム、トウモロコシデンプン、乳糖水和物、プルラン、メタケイ酸アルミン酸マグネシウム,9.0g,通常、成人1日9.0gを2〜3回に分割し、食前又は食間に経口投与する。なお、年齢、体重、症状により適宜増減する。,8.1　本剤の使用にあたっては、患者の証（体質・症状）を考慮して投与すること。なお、経過を十分に観察し、症状・所見の改善が認められない場合には、継続投与を避けること。8.2　本剤にはカンゾウが含まれているので、血清カリウム値や血圧値等に十分留意すること。［10.2、11.1.1、11.1.2参照］8.3　他の漢方製剤等を併用する場合は、含有生薬の重複に注意すること。,
コタロー六君子湯エキス細粒,https://www.kegg.jp/medicus-bin/japic_med?japic_code=00000598,六君子湯,,胃腸の弱いもので、食欲がなく、みぞおちがつかえ、疲れやすく、貧血性で手足が冷えやすいものの次の諸症胃炎、胃アトニー、胃下垂、消化不良、食欲不振、胃痛、嘔吐,,水製乾燥エキス(5.5g),ニンジン(4.0g)、ハンゲ(4.0g)、ビャクジュツ(4.0g)、ブクリョウ(4.0g)、タイソウ(2.0g)、チンピ(2.0g)、カンゾウ(1.0g)、ショウキョウ(0.5g),ステアリン酸マグネシウム、トウモロコシデンプン、乳糖水和物、プルラン、メタケイ酸アルミン酸マグネシウム,9.0g,通常、成人1日9.0gを2〜3回に分割し、食前又は食間に経口投与する。なお、年齢、体重、症状により適宜増減する。,8.1　本剤の使用にあたっては、患者の証（体質・症状）を考慮して投与すること。なお、経過を十分に観察し、症状・所見の改善が認められない場合には、継続投与を避けること。8.2　本剤にはカンゾウが含まれているので、血清カリウム値や血圧値等に十分留意すること。［10.2、11.1.1、11.1.2参照］8.3　他の漢方製剤等を併用する場合は、含有生薬の重複に注意すること。,
コタロー竜胆瀉肝湯エキス細粒,https://www.kegg.jp/medicus-bin/japic_med?japic_code=00000199,竜胆瀉肝湯,,比較的体力のあるものの次の諸症尿道炎、膀胱カタル、腟炎、陰部湿疹、こしけ、陰部痒痛、子宮内膜炎。,,水製乾燥エキス(6.0g),タクシャ(2.0g)、リュウタン(2.0g)、オウゴン(1.5g)、オウバク(1.5g)、オウレン(1.5g)、カンゾウ(1.5g)、サンシシ(1.5g)、ジオウ(1.5g)、シャクヤク(1.5g)、シャゼンシ(1.5g)、センキュウ(1.5g)、トウキ(1.5g)、ハッカ(1.5g)、ハマボウフウ(1.5g)、モクツウ(1.5g)、レンギョウ(1.5g),ステアリン酸マグネシウム、トウモロコシデンプン、乳糖水和物、プルラン、メタケイ酸アルミン酸マグネシウム,9.0g,通常、成人1日9.0gを2〜3回に分割し、食前又は食間に経口投与する。なお、年齢、体重、症状により適宜増減する。,8.1　本剤の使用にあたっては、患者の証（体質・症状）を考慮して投与すること。なお、経過を十分に観察し、症状・所見の改善が認められない場合には、継続投与を避けること。8.2　本剤にはカンゾウが含まれているので、血清カリウム値や血圧値等に十分留意すること。［10.2、11.1.2、11.1.3参照］8.3　サンシシ含有製剤の長期投与（多くは5年以上）により、大腸の色調異常、浮腫、びらん、潰瘍、狭窄を伴う腸間膜静脈硬化症があらわれるおそれがある。長期投与する場合にあっては、定期的にCT、大腸内視鏡等の検査を行うことが望ましい。［11.1.5参照］8.4　他の漢方製剤等を併用する場合は、含有生薬の重複に注意すること。,
コタロー苓甘姜味辛夏仁湯エキス細粒,https://www.kegg.jp/medicus-bin/japic_med?japic_code=00000597,苓甘姜味辛夏仁湯,,貧血、冷え症で喘鳴を伴う喀痰の多い咳嗽があるもの。気管支炎、気管支喘息、心臓衰弱、腎臓病。,,水製乾燥エキス(4.5g),キョウニン(4.0g)、ハンゲ(4.0g)、ブクリョウ(4.0g)、ゴミシ(3.0g)、カンキョウ(2.0g)、カンゾウ(2.0g)、サイシン(2.0g),ステアリン酸マグネシウム、トウモロコシデンプン、乳糖水和物、プルラン、メタケイ酸アルミン酸マグネシウム,7.5g,通常、成人1日7.5gを2〜3回に分割し、食前又は食間に経口投与する。なお、年齢、体重、症状により適宜増減する。,8.1　本剤の使用にあたっては、患者の証（体質・症状）を考慮して投与すること。なお、経過を十分に観察し、症状・所見の改善が認められない場合には、継続投与を避けること。8.2　本剤にはカンゾウが含まれているので、血清カリウム値や血圧値等に十分留意すること。［10.2、11.1.1、11.1.2参照］8.3　他の漢方製剤等を併用する場合は、含有生薬の重複に注意すること。,
コタロー苓姜朮甘湯エキス細粒,https://www.kegg.jp/medicus-bin/japic_med?japic_code=00006260,苓姜朮甘湯,,全身倦怠感、腰部の疼痛、冷感、重感などがあって、排尿回数、尿量ともに増加するもの。腰冷、腰痛、坐骨神経痛、夜尿症。,,水製乾燥エキス(2.3g),ブクリョウ(6.0g)、カンキョウ(3.0g)、ビャクジュツ(3.0g)、カンゾウ(2.0g),ステアリン酸マグネシウム、トウモロコシデンプン、乳糖水和物、プルラン、メタケイ酸アルミン酸マグネシウム,6.0g,通常、成人1日6.0gを2〜3回に分割し、食前又は食間に経口投与する。なお、年齢、体重、症状により適宜増減する。,8.1　本剤の使用にあたっては、患者の証（体質・症状）を考慮して投与すること。なお、経過を十分に観察し、症状・所見の改善が認められない場合には、継続投与を避けること。8.2　本剤にはカンゾウが含まれているので、血清カリウム値や血圧値等に十分留意すること。［10.2、11.1.1、11.1.2参照］8.3　他の漢方製剤等を併用する場合は、含有生薬の重複に注意すること。,
コタロー苓桂朮甘湯エキス細粒,https://www.kegg.jp/medicus-bin/japic_med?japic_code=00004771,苓桂朮甘湯,,立ちくらみやめまい、あるいは動悸がひどく、のぼせて頭痛がし、顔面やや紅潮したり、あるいは貧血し、排尿回数多く、尿量減少して口唇部がかわくもの。神経性心悸亢進、神経症、充血、耳鳴、不眠症、血圧異常、心臓衰弱、腎臓病。,,水製乾燥エキス(1.7g),ブクリョウ(6.0g)、ケイヒ(4.0g)、ビャクジュツ(3.0g)、カンゾウ(2.0g),ステアリン酸マグネシウム、トウモロコシデンプン、乳糖水和物、プルラン、メタケイ酸アルミン酸マグネシウム,6.0g,通常、成人1日6.0gを2〜3回に分割し、食前又は食間に経口投与する。なお、年齢、体重、症状により適宜増減する。,8.1　本剤の使用にあたっては、患者の証（体質・症状）を考慮して投与すること。なお、経過を十分に観察し、症状・所見の改善が認められない場合には、継続投与を避けること。8.2　本剤にはカンゾウが含まれているので、血清カリウム値や血圧値等に十分留意すること。［10.2、11.1.1、11.1.2参照］8.3　他の漢方製剤等を併用する場合は、含有生薬の重複に注意すること。,
ヨクイニンエキス散「コタロー」,https://www.kegg.jp/medicus-bin/japic_med?japic_code=00006262,ヨクイニン,,青年性扁平疣贅、尋常性疣贅。,,水製乾燥エキス(2.0g),,トウモロコシデンプン、乳糖水和物,,ヨクイニンエキスとして、通常成人1日1.0〜2.0gを3回に分割経口投与する。（ヨクイニンエキス散「コタロー」は、通常成人1日3.0〜6.0gを3回に分割経口投与する）なお、年齢、症状により適宜増減する。,,
ヨクイニンエキス錠「コタロー」,https://www.kegg.jp/medicus-bin/japic_med?japic_code=00004768,ヨクイニン,,青年性扁平疣贅、尋常性疣贅。,,水製乾燥エキス(2.0g),,トウモロコシデンプン、乳糖水和物,,ヨクイニンエキスとして、通常成人1日1.0〜2.0gを3回に分割経口投与する。（ヨクイニンエキス錠「コタロー」は、通常成人1日9〜18錠を3回に分割経口投与する）なお、年齢、症状により適宜増減する。,,
